"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"PRUDEK, MARLA","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Active","20165031449"
"PRUDEK, MARLA","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Active","Active","20165031449"
"PRUNTY, BRIAN","Republican","1998","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20005000950"
"PTAK, CHESTER","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District O","Inactive","Terminated","20005000981"
"PTAK, JUDD","Unaffiliated","1994","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20005000146"
"PTAK, PEOPLE","Unaffiliated","1998","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20005000654"
"PUGH, PATRICK","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Active","Active","20225043255"
"PUGLIESE, ROSE","Republican","2022","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Active","Active","20225042498"
"PUGLIESE, ROSE","Republican","2022","STATEWIDE","Colorado Senate","Senate District 07","Inactive","Terminated","20195036977"
"PUGLIESE, ROSS","Republican","2022","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Inactive","Terminated","20225042489"
"PULLIAM, WALLACE","Unknown","2002","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20005001297"
"PULLIAM, WALLACE (WALLY)","Unknown","2006","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20065627216"
"PULLIAM, WALLY","Non-Partisan","2002","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20005001560"
"PULLIAM, WALLY","Republican","2000","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20005000976"
"PURDY, WILLIAM","Republican","2022","STATEWIDE","Governor","","Active","Active","20215041685"
"PYLE, BONNIE","Libertarian","2020","STATEWIDE","Colorado House","House District 39","Inactive","Terminated","20205039012"
"PYNE, JOHN","Democratic","2020","STATEWIDE","Colorado House","House District 15","Inactive","Terminated","20205038267"
"PYNE, VICKI","Republican","2018","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20185035525"
"PYNE, VICKI","Republican","2020","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20185035525"
"QUALTERI, JENNIFER","Republican","2016","STATEWIDE","CU Regent","District 01","Inactive","Terminated","20165031332"
"QUAMMEN, THOMAS","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 19","Inactive","Terminated","20165031490"
"QUAMMEN, THOMAS","Republican","2004","STATEWIDE","District Attorney","District 19","Inactive","Terminated","20035622256"
"QUATES, SUSAN","Democratic","2000","STATEWIDE","Colorado House","House District 42","Inactive","Terminated","20005001128"
"QUEEN, LARRY","Republican","2014","STATEWIDE","Colorado Senate","Senate District 20","Inactive","Terminated","20145026852"
"QUIACHON, MINDY","Republican","2020","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20205038899"
"QUICK, DONALD","Democratic","2004","STATEWIDE","District Attorney","District 17","Inactive","Terminated","20075627439"
"QUICK, DONALD","Democratic","2008","STATEWIDE","District Attorney","District 17","Inactive","Terminated","20075627439"
"QUICK, DONALD","Democratic","2014","STATEWIDE","Attorney General","","Inactive","Terminated","20135025298"
"QUICK, DONALD","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20185035480"
"QUILLEASH-NELSON, SUSAN","Libertarian","2012","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20125023941"
"QUILLEASH-NELSON, SUSAN","Libertarian","2014","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20125023941"
"QUILLEASH-NELSON, SUSAN","Libertarian","2016","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20125023941"
"QUILLEASH-NELSON, SUSAN","Libertarian","2020","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20125023941"
"QUINBY, JESSE","Republican","2012","STATEWIDE","State Board of Ed.","Bd. Ed. District 04","Inactive","Terminated","20125023690"
"QUINLAN, O'NEILL","Non-Partisan","2000","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20085610412"
"QUINLAN, O'NEILL","Non-Partisan","2004","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20085610412"
"QUINLAN, O'NEILL","Non-Partisan","2008","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20085610412"
"QUINLAN, O'NEILL","Unaffiliated","1996","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20005000596"
"QUINN, PATRICK","Democratic","2014","STATEWIDE","State Treasurer","","Inactive","Terminated","20135025648"
"QUINONEZ, EDWARDO","Unaffiliated","2018","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20175032129"
"QUINTEL, MANUEL","Libertarian","2016","STATEWIDE","Colorado Senate","Senate District 12","Inactive","Terminated","20165031071"
"RAAZ, JOSH","Democratic","2020","STATEWIDE","District Attorney","District 01","Inactive","Terminated","20195036341"
"RADEFF, CHRIS","Democratic","2010","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20095611774"
"RADFORD, SUSAN","Democratic","2006","STATEWIDE","Colorado House","House District 49","Inactive","Terminated","20065620331"
"RADKE, JODI","Democratic","2006","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20065620192"
"RAFFERTY, GERALD","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 18","Inactive","Terminated","20145028210"
"RAGSDALE, ANN","Democratic","1998","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20005000716"
"RAGSDALE, ANN","Democratic","2000","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20045639356"
"RAGSDALE, ANN","Democratic","2002","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20045639356"
"RAGSDALE, ANN","Democratic","2004","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20045639356"
"RAHN, PRISCILLA","Republican","2020","STATEWIDE","CU Regent","District 06","Inactive","Terminated","20195037802"
"RAINES, JOSHUA","Republican","2008","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20075627703"
"RAINEY, GAVIN","Republican","2022","STATEWIDE","State Board of Ed.","Bd. Ed. District 05","Inactive","Terminated","20225042208"
"RALEY, BENNETT","Republican","1998","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000929"
"RAMIREZ, ROBERT","Republican","2010","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20095616100"
"RAMIREZ, ROBERT","Republican","2012","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20095616100"
"RAMIREZ, ROBERT","Republican","2012","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20115023037"
"RAMIREZ, ROBERT","Republican","2014","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20095616100"
"RAMIREZ, ROBERTO","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20205039079"
"RANDALL, DOUGLAS","Libertarian","2010","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20105017895"
"RANDALL, DOUGLAS","Republican","2022","STATEWIDE","Governor","","Inactive","Terminated","20225042430"
"RANDALL, RICHARD","Libertarian","2006","STATEWIDE","Lt. Governor","","Inactive","Terminated","20065643659"
"RANKIN, BOB","Republican","2020","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20195036197"
"RANKIN, JOYCE","Republican","2016","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20155029212"
"RANKIN, JOYCE","Republican","2020","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20155029212"
"RANKIN, ROBERT","Republican","2010","STATEWIDE","Colorado Senate","Senate District 05","Inactive","Terminated","20095619781"
"RANKIN, ROBERT","Republican","2012","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125023121"
"RANKIN, ROBERT","Republican","2014","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125023121"
"RANKIN, ROBERT","Republican","2016","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125023121"
"RANKIN, ROBERT","Republican","2018","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125023121"
"RANKIN, ROBERT","Republican","2020","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20195036220"
"RANSOM, KIM","Republican","2014","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20145028431"
"RANSOM, KIM","Republican","2016","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20145028431"
"RANSOM, KIM","Republican","2018","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20145028431"
"RANSOM, KIM","Republican","2020","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20145028431"
"RAPKO, GEORGE","Republican","2020","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20205038223"
"RAPP, DON","Republican","1996","STATEWIDE","Colorado Senate","Senate District 29","Inactive","Terminated","20005000166"
"RAPP, DON","Unaffiliated","2000","STATEWIDE","Colorado Senate","Senate District 29","Inactive","Terminated","20005000668"
"RAPPAPORT, SHEILA","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Inactive","Terminated","20145028445"
"RASIMUS, ED","Republican","1994","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20005000222"
"RATHBURN, AIMEE","Non-Partisan","2008","STATEWIDE","RTD DIRECTOR","RTD District D","Inactive","Terminated","20085618719"
"RATHBURN, AIMEE","Republican","2006","STATEWIDE","Colorado House","House District 01","Inactive","Terminated","20055622404"
"RATTERREE, TOM","Republican","1994","STATEWIDE","Colorado Senate","Senate District 09","Inactive","Terminated","20005000138"
"RATTERREE, TOM","Republican","1998","STATEWIDE","Colorado Senate","Senate District 09","Inactive","Terminated","20005000865"
"RATTERREE, TOM","Republican","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000357"
"RATZLAFF, JACE","Republican","2002","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20005001406"
"RAUDENBUSH, FRAN","Republican","1996","STATEWIDE","Colorado Senate","Senate District 17","Inactive","Terminated","20005000379"
"RAUDENBUSH, FRAN","Republican","2000","STATEWIDE","Colorado Senate","Senate District 17","Inactive","Terminated","20005000658"
"RAVAGE, JEFF","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 04","Active","Active","20225042325"
"RAWE, DAVID","American Constitution","2012","STATEWIDE","Colorado House","House District 16","Inactive","Active","20125024335"
"RAWE, DAVID","American Constitution","2022","STATEWIDE","Colorado House","House District 16","Active","Active","20125024335"
"RAYBURN, TERRI","Unknown","2002","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20005001293"
"RAYE, ED","Democratic","2000","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20005001074"
"RAYNES, THOMAS","Republican","2004","STATEWIDE","District Attorney","District 07","Inactive","Terminated","20045638639"
"READ, JESTENE","Republican","1994","STATEWIDE","Colorado House","House District 24","Inactive","Terminated","20005000237"
"RECHEL, ERIC","Green Party","2006","STATEWIDE","Colorado Senate","Senate District 07","Inactive","Terminated","20065630920"
"RECHEL, ERIC","Unknown","2002","STATEWIDE","Colorado House","House District 54","Inactive","Terminated","20005001341"
"RED WING, DONNA","Democratic","2004","STATEWIDE","Colorado House","House District 25","Inactive","Terminated","20045638724"
"REDMON, WILLIAM","Unaffiliated","2022","STATEWIDE","Governor","","Active","Active","20225042163"
"REED, DALE","Libertarian","2004","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20045639960"
"REED, JERRY","Republican","2008","STATEWIDE","CU Regent","District 02","Inactive","Terminated","20085622603"
"REED, RANDY","Republican","2008","STATEWIDE","Colorado Senate","Senate District 04","Inactive","Terminated","20085616553"
"REEDY, LARRY","Libertarian","2012","STATEWIDE","Colorado House","House District 15","Inactive","Terminated","20125024232"
"REESER, JEANNIE","Democratic","1994","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20005000261"
"REESER, JEANNIE","Democratic","1996","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20005000478"
"REESER, JEANNIE","Democratic","1998","STATEWIDE","Colorado Senate","Senate District 24","Inactive","Terminated","20005000666"
"REEVES, GARON","Republican","1996","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20005000389"
"REEVES, PEGGY","Democratic","1994","STATEWIDE","Colorado House","House District 53","Inactive","Terminated","20005000305"
"REEVES, PEGGY","Democratic","1996","STATEWIDE","Colorado Senate","Senate District 14","Inactive","Terminated","20005000377"
"REEVES, PEGGY","Democratic","2000","STATEWIDE","Colorado Senate","Senate District 14","Inactive","Terminated","20005001017"
"REID, CARTER","Libertarian","2014","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20145028111"
"REIMER, PAUL","Republican","2012","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20125024207"
"REITTER, BRANDY","Democratic","2016","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20155028843"
"RENFROE, SCOTT","Republican","2006","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20065612247"
"RENFROE, SCOTT","Republican","2010","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20065612247"
"RENKER, MICHAEL","Libertarian","2012","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20125024108"
"RENNISON, CALLIE","Democratic","2020","STATEWIDE","CU Regent","District 02","Inactive","Terminated","20195036883"
"REPELLA, JILL","Republican","2014","STATEWIDE","Lt. Governor","","Inactive","Terminated","20145028449"
"RESPECKI, DAVID","Libertarian","2012","STATEWIDE","Colorado Senate","Senate District 12","Inactive","Terminated","20125024165"
"RETTEW, JIM","Democratic","2006","STATEWIDE","Colorado House","House District 13","Inactive","Terminated","20055617213"
"REYES, ROSANNA","Democratic","2022","STATEWIDE","CU Regent","DISTRICT 08","Active","Active","20225042375"
"REYHER, JUDY","Republican","2018","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20175033334"
"REYHER, JUDY","Republican","2020","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20175033334"
"REYHER, JUDY","Republican","2022","STATEWIDE","Colorado Senate","Senate District 03","Active","Active","20225042031"
"REYNOLDS, TOMMIE","Democratic","2016","STATEWIDE","Colorado House","House District 19","Inactive","Terminated","20165031171"
"RHOADES, GLENN","Republican","2002","STATEWIDE","State Board of Ed.","Bd. Ed. District 07","Inactive","Terminated","20005001553"
"RHOADES, GLENN","Republican","2006","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20065612000"
"RHOADES, GLENN","Republican","2006","STATEWIDE","State Board of Ed.","Bd. Ed. District 07","Inactive","Terminated","20055620088"
"RHODES, PAM","Republican","1998","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005000917"
"RHODES, PAM","Republican","2000","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005001107"
"RHODES, PAM","Republican","2002","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005001107"
"RHODES, PAM","Republican","2004","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005001107"
"RIBAL, JOHN","Democratic","1994","STATEWIDE","Colorado Senate","Senate District 05","Inactive","Terminated","20005000131"
"RICE, JOE","Democratic","2006","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20085643883"
"RICE, JOE","Democratic","2008","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20085643883"
"RICE, JOE","Democratic","2010","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20085643883"
"RICH, JANICE","Republican","2018","STATEWIDE","Colorado House","House District 55","Inactive","Terminated","20185033480"
"RICH, JANICE","Republican","2020","STATEWIDE","Colorado House","House District 55","Inactive","Terminated","20185033480"
"RICH, JANICE","Republican","2022","STATEWIDE","Colorado Senate","Senate District 07","Active","Active","20215040031"
"RICHARD, DANA","Unaffiliated","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000115"
"RICHARDSON, JOSEPH","Unity Party","2020","STATEWIDE","Colorado House","House District 05","Inactive","Terminated","20205038991"
"RICHARDSON, LEWIS","Democratic","2018","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20175033326"
"RICHARDSON, VERNON","Democratic","2020","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20205039339"
"RICHMAN, DAVID","Non-Partisan","2018","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20185035356"
"RICHMOND, X","Republican","1996","STATEWIDE","Colorado House","House District 13","Inactive","Terminated","20005000441"
"RICKS, NAQUETTA","Democratic","2014","STATEWIDE","CU Regent","District 06","Inactive","Terminated","20135025809"
"RICKS, NAQUETTA","Democratic","2016","STATEWIDE","Colorado House","House District 42","Inactive","Terminated","20155029982"
"RICKS, NAQUETTA","Democratic","2020","STATEWIDE","Colorado House","House District 40","Inactive","Active","20195036809"
"RICKS, NAQUETTA","Democratic","2022","STATEWIDE","Colorado House","House District 40","Active","Active","20195036809"
"RIEDEL, CLIFFORD","Republican","2012","STATEWIDE","District Attorney","District 08","Inactive","Terminated","20115022969"
"RIEDEL, CLIFFORD","Republican","2016","STATEWIDE","District Attorney","District 08","Active","Terminated","20115022969"
"RIEGEL, CHRISTINA","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 04","Inactive","Terminated","20165031010"
"RIESBERG, JAMES","Democratic","1996","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20005000517"
"RIESBERG, JAMES","Democratic","1998","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20005000756"
"RIESBERG, JAMES","Democratic","2004","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20095600027"
"RIESBERG, JAMES","Democratic","2006","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20095600027"
"RIESBERG, JIM","Democratic","2008","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20095600027"
"RIESBERG, JIM","Democratic","2010","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20095600027"
"RIESBERG, JIM","Democratic","2018","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20095600027"
"RIGGENBACH, CAROL","Republican","2022","STATEWIDE","Colorado House","House District 62","Active","Active","20225042193"
"RILEY, KENNETH","Unaffiliated","2010","STATEWIDE","RTD DIRECTOR","RTD District K","Inactive","Terminated","20105018193"
"RILEY, LEONARD","Republican","1994","STATEWIDE","Colorado House","House District 20","Inactive","Terminated","20005000228"
"RINARD, ERIC","Republican","2022","STATEWIDE","CU Regent","DISTRICT 08","Inactive","Terminated","20225042532"
"RINGLE, LISA","Republican","2010","STATEWIDE","Colorado Senate","Senate District 33","Inactive","Terminated","20105018291"
"RIPPY, BECKY","Republican","2004","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20045637699"
"RIPPY, GREGG","Republican","2000","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20005001148"
"RIPPY, GREGG","Republican","2002","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20005001148"
"RISBERG, TODD","Democratic","2008","STATEWIDE","District Attorney","District 06","Inactive","Terminated","20085611513"
"RISBERG, TODD","Democratic","2012","STATEWIDE","District Attorney","District 06","Inactive","Terminated","20085611513"
"RITTER, BILL","Democratic","1996","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20005000334"
"RITTER, BILL","Democratic","2000","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20005001159"
"RITTER, BILL","Democratic","2006","STATEWIDE","Governor","","Inactive","Terminated","20095604826"
"RITTER, BILL","Democratic","2010","STATEWIDE","Governor","","Inactive","Terminated","20095604826"
"RITTER, WILLIAM","Democratic","1996","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20005000552"
"RIVERA, ALVIN","Democratic","2018","STATEWIDE","CU Regent","District 03","Inactive","Terminated","20185034106"
"RIVERA, GEORGE","Republican","2013","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20135025514"
"RIVERA, GEORGE","Republican","2014","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20135025451"
"RIVERA, PAUL","Democratic","2002","STATEWIDE","Colorado House","House District 12","Inactive","Terminated","20005001349"
"RIVERA-MALPIEDE, ANGIE","Non-Partisan","2018","STATEWIDE","RTD DIRECTOR","RTD District C","Active","Active","20185033605"
"RIZZO, PATRICK","Democratic","2018","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20175033206"
"RIZZUTO, JAMES","Democratic","1998","STATEWIDE","Colorado Senate","Senate District 02","Inactive","Terminated","20005000639"
"RIZZUTO, JIM","Democratic","1994","STATEWIDE","Colorado Senate","Senate District 02","Inactive","Terminated","20005000126"
"ROACH, JERRY","Unknown","2004","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20045647954"
"ROBB, NORWOOD","Republican","2002","STATEWIDE","CU Regent","District 06","Inactive","Terminated","20005000365"
"ROBBINS, WILLIAM","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Inactive","Terminated","20165031398"
"ROBERTS, DYLAN","Democratic","2018","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20175032233"
"ROBERTS, DYLAN","Democratic","2020","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20175032233"
"ROBERTS, DYLAN","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 05","Inactive","Terminated","20215040309"
"ROBERTS, DYLAN","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 08","Active","Active","20215041795"
"ROBERTS, ELLEN","Republican","2006","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20075618560"
"ROBERTS, ELLEN","Republican","2008","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20075618560"
"ROBERTS, ELLEN","Republican","2010","STATEWIDE","Colorado Senate","Senate District 06","Inactive","Terminated","20095608589"
"ROBERTS, ELLEN","Republican","2014","STATEWIDE","Colorado Senate","Senate District 06","Inactive","Terminated","20095608589"
"ROBERTS, JAMES","Republican","1998","STATEWIDE","Colorado Senate","Senate District 15","Inactive","Terminated","20005000656"
"ROBERTS, JIM","Republican","1994","STATEWIDE","Colorado Senate","Senate District 15","Inactive","Terminated","20005000148"
"ROBERTS, JON","Republican","2014","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20145027061"
"ROBERTS, LAURA","Libertarian","2012","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20125024044"
"ROBERTS, MEREDITH","Democratic","2020","STATEWIDE","Colorado House","House District 12","Inactive","Terminated","20195037835"
"ROBERTS, ROBIN","Unaffiliated","2014","STATEWIDE","Lt. Governor","","Inactive","Terminated","20145028221"
"ROBERTSON, LEE","Republican","1996","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20005000486"
"ROBERTSON, LEE","Republican","1998","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20005000715"
"ROBINSON, BILLY","Non-Partisan","2016","STATEWIDE","RTD DIRECTOR","RTD District F","Inactive","Terminated","20165031356"
"ROBINSON, CLYDE","Republican","2006","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20065629893"
"ROBINSON, CLYDE","Republican","2008","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20065629893"
"ROBINSON, DANIEL","Democratic","2012","STATEWIDE","Colorado House","House District 55","Inactive","Terminated","20125023693"
"ROBINSON, DOUG","Republican","2018","STATEWIDE","Governor","","Inactive","Terminated","20175032056"
"ROBINSON, ERIC","Libertarian","2012","STATEWIDE","CU Regent","District 07","Inactive","Terminated","20125024112"
"ROBINSON, JASON","Democratic","2018","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20185033684"
"ROBINSON, JASON","Democratic","2022","STATEWIDE","CU Regent","District 01","Active","Active","20225041914"
"ROBINSON, LUCRETIA","Democratic","2014","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20145027892"
"ROBINSON, ROBERT","Republican","2016","STATEWIDE","Colorado House","House District 48","Inactive","Terminated","20165030083"
"ROBINSON, SAM","Democratic","2004","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20045645702"
"ROBINSON, WILLIAM","Libertarian","2016","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20165031240"
"ROBINSON, WILLIAM","Libertarian","2018","STATEWIDE","Attorney General","","Inactive","Active","20185034198"
"ROBINSON, WILLIAM","Libertarian","2020","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20205039337"
"ROBINSON, WILLIAM","Libertarian","2022","STATEWIDE","Attorney General","","Active","Active","20185034198"
"ROBISON, VALERIE","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 21","Inactive","Active","20165031463"
"ROBISON, VALERIE","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 21","Active","Active","20165031463"
"ROCK, JOANNE","Unaffiliated","2018","STATEWIDE","Governor","","Inactive","Terminated","20185034033"
"RODGERS, EDWARD","Republican","1996","STATEWIDE","District Attorney","District 11","Inactive","Terminated","20005000566"
"RODGERS, EDWARD","Republican","2000","STATEWIDE","District Attorney","District 11","Inactive","Terminated","20005001166"
"RODGERS, EDWARD","Unaffiliated","1996","STATEWIDE","District Attorney","District 11","Inactive","Terminated","20005000336"
"RODGERS, MARK","Republican","2010","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20095621540"
"RODOSEVICH, NETTO","Democratic","2012","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20125023116"
"RODOSEVICH, NETTO CHARLES","Democratic","2008","STATEWIDE","Colorado House","House District 46","Inactive","Terminated","20075620579"
"RODRIGUEZ, DOUG","Democratic","2000","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005001247"
"RODRIGUEZ, MARIO","Democratic","2010","STATEWIDE","Colorado House","House District 05","Inactive","Terminated","20105017609"
"RODRIGUEZ, ROBERT","Democratic","2018","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Active","20175032062"
"RODRIGUEZ, ROBERT","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 32","Active","Active","20175032062"
"RODRIGUEZ, STEVEN","Republican","2010","STATEWIDE","Colorado House","House District 46","Inactive","Terminated","20105016948"
"RODRIGUEZ, STEVEN","Republican","2020","STATEWIDE","Colorado House","House District 62","Inactive","Terminated","20205038125"
"RODRIGUEZ, STEVEN","Republican","2022","STATEWIDE","Colorado House","House District 62","Inactive","Terminated","20205038125"
"RODWELL, SHAWN","Republican","2010","STATEWIDE","Colorado Senate","Senate District 01","Inactive","Terminated","20105017435"
"ROE, ATHENA","Democratic","2016","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20165030172"
"ROESENER, RONALD","Republican","2012","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125023217"
"ROESENER, RONALD","Republican","2012","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125024707"
"ROESINK, BONNIE","Republican","2004","STATEWIDE","District Attorney","District 14","Inactive","Terminated","20045636651"
"ROGERS, CARTER","Non-Partisan","2022","STATEWIDE","Attorney General","","Active","Active","20225043159"
"ROGERS, JOE","Republican","2002","STATEWIDE","Lt. Governor","","Inactive","Terminated","20005000986"
"ROGERS, MILTON","Democratic","2006","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20065617515"
"ROGERS, ROB","Democratic","2022","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Active","Active","20225042104"
"ROLLISON, AUSTIN","Republican","2022","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20225042204"
