"CommitteeName","CommitteeID","CommitteeType","DateRegistered","CommitteeStatus","JurisdictionDesc"
"COLORADO REPUBLICAN CAUCUS","20065619513","Political Committee","03/22/2006","Terminated","STATEWIDE"
"COLORADO REPUBLICAN CAUCUS","20065619909","Small Donor Committee","03/22/2006","Terminated","STATEWIDE"
"MATT DUNN FOR HOUSE","20065620121","Candidate Committee","03/27/2006","Terminated","STATEWIDE"
"REPUBLICAN STATE LEADERSHIP COMMITTEE - INDEPENDENT EXPENDITURE ACCOUNT","20185036146","Independent Expenditure Committee","10/24/2018","Terminated","STATEWIDE"
"LOGIC ACTION 2018","20185036147","Issue Committee","10/29/2018","Terminated","STATEWIDE"
"CHANGE CAMPAIGN SUPER PAC - CO","20185036148","Independent Expenditure Committee","10/29/2018","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MIKE FOOTE","20185036149","Candidate Committee","10/29/2018","Terminated","STATEWIDE"
"COMPASS COLORADO IEC, LLC","20185036150","Independent Expenditure Committee","10/29/2018","Active","STATEWIDE"
"CITIZEN’S JUDICIAL REVIEW COMMITTEE","20185036151","Independent Expenditure Committee","10/29/2018","Terminated","STATEWIDE"
"AMERICAN INCOME LIFE POLITICAL ACTION COMMITTEE","20185036152","Political Committee","10/30/2018","Active","STATEWIDE"
"U.S. BANCORP POLITICAL PARTICIPATION PROGRAM","20185036153","Political Committee","10/31/2018","Active","STATEWIDE"
"DEMOCRATIC LT. GOVERNORS ASSOCIATION PAC - COLORADO","20185036154","Independent Expenditure Committee","10/31/2018","Terminated","STATEWIDE"
"THE JEFFCO LEADERSHIP FUND","20185036155","Political Committee","10/31/2018","Terminated","STATEWIDE"
"BETTER COLORADO ALLIANCE","20185036160","527 Political Organization","11/15/2018","Active","STATEWIDE"
"BETTER COLORADO ALLIANCE","20185036161","Independent Expenditure Committee","11/15/2018","Active","STATEWIDE"
"LEADING COLORADO FORWARD","20185036162","527 Political Organization","11/15/2018","Terminated","STATEWIDE"
"LEADING COLORADO FORWARD","20185036163","Independent Expenditure Committee","11/15/2018","Terminated","STATEWIDE"
"TAMMY STORY LEADERSHIP FUND","20185036166","Political Committee","11/29/2018","Active","STATEWIDE"
"RODRIGUEZ LEADERSHIP FUND","20185036167","Political Committee","12/03/2018","Active","STATEWIDE"
"COMMITTEE TO ELECT DEBRA IRVINE","20185036168","Candidate Committee","12/05/2018","Terminated","STATEWIDE"
"MONICA PAC","20185036169","Political Committee","12/06/2018","Active","STATEWIDE"
"CATHY KIPP FOR COLORADO","20185036173","Candidate Committee","12/07/2018","Active","STATEWIDE"
"COMMITTEE TO ELECT ANGELA ENGEL FOR SD 26","20185036177","Candidate Committee","12/13/2018","Terminated","STATEWIDE"
"IMAN FOR COLORADO","20185036192","Candidate Committee","12/21/2018","Terminated","STATEWIDE"
"SULLY'S LEADERSHIP FUND","20185036194","Political Committee","12/20/2018","Active","STATEWIDE"
"TIPPER LEADERSHIP PAC","20185036195","Political Committee","12/21/2018","Terminated","STATEWIDE"
"FRIENDS FOR THE FUTURE (F3)","20185036196","527 Political Organization","12/21/2018","Active","STATEWIDE"
"CARMINATI FOR COLORADO","20195036198","Candidate Committee","01/07/2019","Terminated","STATEWIDE"
"KOLKER FOR COLORADO","20195036201","Candidate Committee","01/11/2019","Terminated","STATEWIDE"
"FROELICH FOR COLORADO","20195036204","Candidate Committee","01/16/2019","Active","STATEWIDE"
"ROCKY MOUNTAIN INSURANCE ASSOCIATION (RMIA) SDC","20195036205","Small Donor Committee","01/17/2019","Active","STATEWIDE"
"COLORADO BLACK WOMEN FOR POLITICAL ACTION (CBWPA) SMALL DONOR COMMITTEE","20195036206","Small Donor Committee","01/18/2019","Active","STATEWIDE"
"FAMILIES FIRST LEADERSHIP PAC","20195036218","Political Committee","01/21/2019","Active","STATEWIDE"
"FRIENDS OF BOB RANKIN","20195036219","Candidate Committee","01/28/2019","Active","STATEWIDE"
"GBENGA FOR COLORADO","20195036221","Candidate Committee","01/28/2019","Terminated","STATEWIDE"
"DURKIN FOR DA","20195036224","Candidate Committee","01/28/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JENNIFER MOLDE","20195036225","Candidate Committee","01/28/2019","Active","STATEWIDE"
"BRIDGES FOR COLORADO","20195036233","Candidate Committee","02/02/2019","Active","STATEWIDE"
"BRIAN MASON FOR DISTRICT ATTORNEY","20195036257","Candidate Committee","02/07/2019","Active","STATEWIDE"
"STEVE JENSEN FOR DISTRICT ATTORNEY","20195036264","Candidate Committee","02/10/2019","Terminated","STATEWIDE"
"RONQUILLO FOR COLORADO","20195036265","Candidate Committee","02/08/2019","Terminated","STATEWIDE"
"RANDI MCCALLIAN FOR SD10","20195036266","Candidate Committee","02/11/2019","Terminated","STATEWIDE"
"COLORADANS VOTE","20195036271","Issue Committee","02/25/2019","Active","STATEWIDE"
"JAKE LILLY FOR DISTRICT ATTORNEY 2020","20195036272","Candidate Committee","02/26/2019","Terminated","STATEWIDE"
"COREY FOR COLORADO","20195036276","Candidate Committee","02/28/2019","Terminated","STATEWIDE"
"ELECT JUDY AMABILE","20195036277","Candidate Committee","03/01/2019","Terminated","STATEWIDE"
"TRAVIS SIDES FOR DISTRICT ATTORNEY","20195036287","Candidate Committee","03/06/2019","Active","STATEWIDE"
"OFFICIAL RECALL COLORADO GOVERNOR JARED POLIS","20195036303","Issue Committee","03/12/2019","Terminated","STATEWIDE"
"OFFICIAL RECALL ELECTION COMMITTEE","20195036304","527 Political Organization","03/12/2019","Terminated","STATEWIDE"
"OUR COLORADO WAY OF LIFE","20195036309","Issue Committee","03/14/2019","Terminated","STATEWIDE"
"COLORADANS FOR NATIONAL POPULAR VOTE","20195036310","Issue Committee","03/20/2019","Terminated","STATEWIDE"
"GROW FREEDOM SMALL DONOR COMMITTEE","20195036312","Small Donor Committee","03/24/2019","Active","STATEWIDE"
"COMMITTEE TO RECALL ROCHELLE GALINDO","20195036313","Issue Committee","03/25/2019","Terminated","STATEWIDE"
"THE OFFICIAL COMMITTEE TO RECALL ROCHELLE GALINDO","20195036314","Issue Committee","03/25/2019","Terminated","STATEWIDE"
"BRIANNA TITONE'S 439 FUND","20195036315","Political Committee","03/23/2019","Active","STATEWIDE"
"COMMITTEE TO RECALL LEROY GARCIA","20195036316","Issue Committee","03/26/2019","Terminated","STATEWIDE"
"COMMITTEE TO RECALL BRI BUENTELLO","20195036317","Issue Committee","03/27/2019","Terminated","STATEWIDE"
"RECALL ET ALL","20195036322","Issue Committee","03/27/2019","Terminated","STATEWIDE"
"SOUTHERN COLORADO VALUES PAC","20195036323","Political Committee","03/27/2019","Terminated","STATEWIDE"
"LEAD COLORADO ACTION FUND","20195036324","527 Political Organization","03/28/2019","Active","STATEWIDE"
"CANNABIS ACTION PROJECT","20195036327","Issue Committee","03/27/2019","Terminated","STATEWIDE"
"TIM MCCORMACK FOR DISTRICT ATTORNEY","20195036329","Candidate Committee","03/29/2019","Terminated","STATEWIDE"
"FRIENDS FOR DENVER'S FUTURE INDEPENDENT EXPENDITURE COMMITTEE","20195036332","Independent Expenditure Committee","03/29/2019","Active","STATEWIDE"
"ALEXIS KING FOR DISTRICT ATTORNEY","20195036333","Candidate Committee","04/01/2019","Active","STATEWIDE"
"DEMOCRACY FIRST COLORADO AKA DEMOCRACY FOR COLORADO","20195036336","Issue Committee","03/29/2019","Terminated","STATEWIDE"
"RAAZ FOR DISTRICT ATTORNEY","20195036340","Candidate Committee","04/05/2019","Terminated","STATEWIDE"
"ANADARKO PETROLEUM CORPORATION POLITICAL COMMITTEE-CO","20195036343","Political Committee","04/08/2019","Terminated","STATEWIDE"
"STOP POLIS PAC IEC","20195036349","Independent Expenditure Committee","04/19/2019","Active","STATEWIDE"
"MATTHEW MAILLARO FOR DA","20195036350","Candidate Committee","04/21/2019","Terminated","STATEWIDE"
"KAREN FOR CO","20195036358","Candidate Committee","04/25/2019","Active","STATEWIDE"
"EDUCATORS FOR EQUITY","20195036359","Issue Committee","04/25/2019","Active","STATEWIDE"
"ORTIZ FOR COLORADO","20195036362","Candidate Committee","04/30/2019","Active","STATEWIDE"
"STAND INDIVISIBLE FOR DEMOCRACY","20195036364","Small Scale Issue Committee","04/26/2019","Terminated","STATEWIDE"
"FRIENDS TO ELECT ILANA SPIEGEL","20195036377","Candidate Committee","05/07/2019","Terminated","STATEWIDE"
"UNITE COLORADO","20195036391","Political Committee","05/14/2019","Terminated","STATEWIDE"
"HISPANIC CONTRACTORS OF COLORADO POLITICAL ACTION COMMMITTEE (HCC PAC)","20195036395","Political Committee","05/15/2019","Active","STATEWIDE"
"RECALL TOM SULLIVAN","20195036398","Issue Committee","05/16/2019","Terminated","STATEWIDE"
"SWENK FOR THE STATE BOARD OF EDUCATION","20195036403","Candidate Committee","05/20/2019","Terminated","STATEWIDE"
"ROCKY MOUNTAIN WOLF ACTION FUND","20195036406","Issue Committee","05/21/2019","Terminated","STATEWIDE"
"MCCANN FOR DENVER DA","20195036408","Candidate Committee","05/20/2019","Terminated","STATEWIDE"
"LISA FOR COLORADO","20195036410","Candidate Committee","05/23/2019","Terminated","STATEWIDE"
"CANDICE FOR COLORADO","20195036411","Candidate Committee","05/23/2019","Terminated","STATEWIDE"
"RED WHITE BLUE DENVER INDEPENDENT EXPENDITURE COMMITTEE","20195036412","Independent Expenditure Committee","05/23/2019","Active","STATEWIDE"
"COLORADANS FOR KATIE BARRETT","20195036417","Candidate Committee","05/28/2019","Terminated","STATEWIDE"
"NO ON CC","20195036419","Issue Committee","05/28/2019","Terminated","STATEWIDE"
"RECALL COLORADO","20195036422","527 Political Organization","05/29/2019","Terminated","STATEWIDE"
"REVOLUTIONARIES ORGANIZING COMMUNITIES FOR KIDS - ACTION FUND (ROCK - AF)","20195036423","Independent Expenditure Committee","05/30/2019","Active","STATEWIDE"
"COALITION FOR WOMEN AND CHILDREN","20195036425","Issue Committee","05/30/2019","Terminated","STATEWIDE"
"AMERICANS FOR PROSPERITY COLORADO ISSUE COMMITTEE","20195036427","Issue Committee","05/31/2019","Terminated","STATEWIDE"
"ELECT ERIC MULDER","20195036430","Candidate Committee","06/03/2019","Terminated","STATEWIDE"
"COLORADANS FOR CLIMATE JUSTICE","20195036439","Small Scale Issue Committee","06/06/2019","Terminated","STATEWIDE"
"MARY YOUNG FOR COLORADO","20195036444","Candidate Committee","06/08/2019","Active","STATEWIDE"
"VICTORIA FOR COLORADO","20195036446","Candidate Committee","06/09/2019","Terminated","STATEWIDE"
"JUSTIN MATHEW FOR OFFICE","20195036453","Candidate Committee","06/10/2019","Terminated","STATEWIDE"
"COLORADO AGAINST POLIS","20195036455","Issue Committee","06/11/2019","Terminated","STATEWIDE"
"CITIZENS FOR JASON BOND","20195036456","Candidate Committee","06/13/2019","Active","STATEWIDE"
"THE MURSE PAC","20195036457","Political Committee","06/13/2019","Active","STATEWIDE"
"THE COMMITTEE TO ELECT JOHN KELLY","20195036458","Candidate Committee","06/13/2019","Terminated","STATEWIDE"
"CATHY KIPP FOR COLORADO LEADERSHIP FUND","20195036460","Political Committee","06/13/2019","Active","STATEWIDE"
"CLEAN ENERGY CAUCUS INDEPENDENT EXPENDITURE COMMITTEE","20195036463","Independent Expenditure Committee","06/14/2019","Active","STATEWIDE"
"CLEAN ENERGY CAUCUS POLITICAL COMMITTEE","20195036464","Political Committee","06/14/2019","Active","STATEWIDE"
"MARK FOR DISTRICT ATTORNEY","20195036469","Candidate Committee","06/17/2019","Terminated","STATEWIDE"
"DISMISS POLIS","20195036473","Issue Committee","06/17/2019","Terminated","STATEWIDE"
"60TH REPRESENTATIVE DISTRICT REPUBLICAN CENTRAL COMMMITTEE (AKA REPUBLICANS FOR HD60)","20195036477","Political Party Committee","06/19/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT BARBARA KIRKMEYER TO STATE SENATE","20195036481","Candidate Committee","06/21/2019","Active","STATEWIDE"
"GREAT EDUCATION COLORADO ISSUE COMMITTEE","20195036485","Issue Committee","06/24/2019","Terminated","STATEWIDE"
"CITIGROUP INC. POLITICAL ACTION COMMITTEE - STATE","20195036494","Political Committee","06/26/2019","Terminated","STATEWIDE"
"COLORADO FOR TRUMP","20195036501","Independent Expenditure Committee","07/01/2019","Active","STATEWIDE"
"SAVE COLORADO","20195036502","Independent Expenditure Committee","06/28/2019","Terminated","STATEWIDE"
"WE THE PEOPLE SMALL DONOR","20195036504","Small Donor Committee","06/29/2019","Active","STATEWIDE"
"ORALE FUND","20195036507","Political Committee","07/02/2019","Active","STATEWIDE"
"COLORADO PIONEER ACTION","20195036509","Political Committee","07/02/2019","Terminated","STATEWIDE"
"MICHAEL ALLEN 4 DA","20195036514","Candidate Committee","07/03/2019","Terminated","STATEWIDE"
"GRADY FOR HOUSE","20195036517","Candidate Committee","07/03/2019","Terminated","STATEWIDE"
"JENNIFER FOR HD43","20195036523","Candidate Committee","07/05/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT CARLOS R. LOPEZ","20195036524","Candidate Committee","07/05/2019","Terminated","STATEWIDE"
"HOTT FOR COLORADO","20195036526","Candidate Committee","07/08/2019","Active","STATEWIDE"
"COLIN PAC","20195036531","Political Committee","07/10/2019","Active","STATEWIDE"
"RURAL COLORADO MATTERS PAC","20195036536","Political Committee","07/11/2019","Active","STATEWIDE"
"RX PHARMACIES PLUS, INC - POLITICAL ACTION COMMITTEE","20195036537","Political Committee","07/11/2019","Active","STATEWIDE"
"PIKES PEAK VALUES FUND SDC","20195036545","Small Donor Committee","07/16/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT KYRA FOR HD44","20195036546","Candidate Committee","07/16/2019","Terminated","STATEWIDE"
"AMY PADDEN FOR DISTRICT ATTORNEY","20195036548","Candidate Committee","07/17/2019","Active","STATEWIDE"
"COLORADANS FOR PROSPERITY AKA YES ON PROP CC","20195036550","Issue Committee","07/16/2019","Terminated","STATEWIDE"
"YES ON PROPOSITION DD","20195036556","Issue Committee","07/18/2019","Terminated","STATEWIDE"
"COLORADANS FOR AARESTAD","20195036558","Candidate Committee","07/20/2019","Terminated","STATEWIDE"
"COLORADO CLIMBS PAC","20195036564","Political Committee","07/22/2019","Active","STATEWIDE"
"WOOG FOR WELD HOUSE DISTRICT 63","20195036566","Candidate Committee","07/23/2019","Terminated","STATEWIDE"
"WOODLEY FOR COLORADO","20195036567","Candidate Committee","07/25/2019","Terminated","STATEWIDE"
"COLORADO CITIZEN VOTERS","20195036570","Issue Committee","07/26/2019","Terminated","STATEWIDE"
"YES ON NATIONAL POPULAR VOTE","20195036582","Issue Committee","07/29/2019","Terminated","STATEWIDE"
"DEMOTTFORCOLORADO","20195036596","Candidate Committee","08/01/2019","Terminated","STATEWIDE"
"LINDSEY FOR COLORADO","20195036597","Candidate Committee","08/02/2019","Terminated","STATEWIDE"
"CITIZENS FOR PUEBLO DISTRICT 60","20195036601","Issue Committee","08/02/2019","Terminated","STATEWIDE"
"READY COLORADO ACTION FUND","20195036604","Independent Expenditure Committee","08/05/2019","Active","STATEWIDE"
"SNYDER FOR COLORADO LEADERSHIP FUND","20195036606","Political Committee","08/02/2019","Active","STATEWIDE"
"VAN BEBER FOR STATE HOUSE","20195036609","Candidate Committee","08/06/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT STAIERT SD27","20195036614","Candidate Committee","08/07/2019","Terminated","STATEWIDE"
"STRONG COLORADO FOR ALL","20195036615","Independent Expenditure Committee","08/07/2019","Active","STATEWIDE"
"SETH RYAN FOR DA","20195036655","Candidate Committee","08/12/2019","Active","STATEWIDE"
"FRIENDS OF DAVE GROSS","20195036664","Candidate Committee","08/14/2019","Terminated","STATEWIDE"
"COLORADANS PROTECTING WILDLIFE","20195036666","Issue Committee","08/14/2019","Active","STATEWIDE"
"COMMITTEE TO RE-ELECT JEFF","20195036672","Candidate Committee","08/14/2019","Terminated","STATEWIDE"
"BLUE MOMENTUM","20195036700","Small Donor Committee","08/16/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT LOGAN TAGGART","20195036701","Candidate Committee","08/19/2019","Terminated","STATEWIDE"
"HEIDI MCCOLLUM FOR DISTRICT ATTORNEY","20195036733","Candidate Committee","08/21/2019","Terminated","STATEWIDE"
"JOHN KELLNER FOR DISTRICT ATTORNEY","20195036734","Candidate Committee","08/22/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MARY BRADFIELD","20195036740","Candidate Committee","08/24/2019","Active","STATEWIDE"
"COLORADANS FOR LISA ESCARCEGA","20195036758","Candidate Committee","08/26/2019","Terminated","STATEWIDE"
"GREG LOPEZ FOR GOVERNOR","20195036764","Candidate Committee","08/26/2019","Active","STATEWIDE"
"FRIENDS OF LARRY LISTON FOR SENATE","20195036766","Candidate Committee","08/26/2019","Active","STATEWIDE"
"IMAN FOR COLORADO","20195036781","Candidate Committee","08/27/2019","Active","STATEWIDE"
"JRICH POLITICAL ACTION COMMITTEE","20195036796","Political Committee","08/28/2019","Active","STATEWIDE"
"EL PASO COUNTY COLORADO PROGRESSIVE VETERANS POLITICAL COMMITTEE","20195036843","Political Committee","08/30/2019","Terminated","STATEWIDE"
"CALLIE4CU","20195036882","Candidate Committee","08/31/2019","Active","STATEWIDE"
"21ST CENTURY COLORADO LEADERSHIP FUND","20195036916","Political Committee","08/30/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT HOLLY HERSON","20195036921","Candidate Committee","09/03/2019","Terminated","STATEWIDE"
"AMERICAN RIVERS","20195036958","Small Scale Issue Committee","09/06/2019","Active","STATEWIDE"
"FRIENDS OF ROSE","20195036976","Candidate Committee","09/04/2019","Terminated","STATEWIDE"
"TAKE BACK COLORADO","20195036978","Independent Expenditure Committee","09/06/2019","Active","STATEWIDE"
"COLORADANS FOR KARLA ESSER","20195036986","Candidate Committee","09/08/2019","Terminated","STATEWIDE"
"RONQUILLO FOR COLORADO","20195036990","Candidate Committee","09/08/2019","Terminated","STATEWIDE"
"WENDY MILLER FOR COLORADO","20195037098","Candidate Committee","09/10/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT TOM OLMSTEAD","20195037100","Candidate Committee","09/10/2019","Terminated","STATEWIDE"
"JOANN GINAL FOR COLORADO","20195037102","Candidate Committee","09/10/2019","Active","STATEWIDE"
"PICO4COLORADO16","20195037104","Candidate Committee","09/10/2019","Terminated","STATEWIDE"
"JANET BUCKNER FOR COLORADO","20195037138","Candidate Committee","09/12/2019","Terminated","STATEWIDE"
"CARMINATI FOR COLORADO","20195037144","Candidate Committee","09/13/2019","Terminated","STATEWIDE"
"MATTHEW MARGESON FOR 22ND JUDICIAL DISTRICT ATTORNEY","20195037154","Candidate Committee","09/15/2019","Terminated","STATEWIDE"
"BRW SMALL DONOR COMMITTEE (BOULDER REPUBLICAN WOMEN)","20195037165","Small Donor Committee","09/16/2019","Active","STATEWIDE"
"GEN SCHNEIDER FOR HD63","20195037203","Candidate Committee","09/18/2019","Active","STATEWIDE"
"MARBLE FOR HD49","20195037210","Candidate Committee","09/18/2019","Terminated","STATEWIDE"
"LYNCH FOR COLORADO","20195037228","Candidate Committee","09/19/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT RUPERT PARCHMENT SD23","20195037231","Candidate Committee","09/19/2019","Terminated","STATEWIDE"
"OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE","20195037275","Political Committee","09/20/2019","Active","STATEWIDE"
"COMMITTEE FOR CMARTINEZ","20195037284","Candidate Committee","09/20/2019","Terminated","STATEWIDE"
"YARA FOR COLORADO","20195037292","Candidate Committee","09/23/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MARIANNE VIRGILI","20195037296","Candidate Committee","09/23/2019","Terminated","STATEWIDE"
"CITIZENS FOR RESPONSIBLE GOVERNMENT","20195037355","Independent Expenditure Committee","09/24/2019","Terminated","STATEWIDE"
"CHINOOK POLITICAL COMMITTEE","20195037359","Political Committee","09/24/2019","Active","STATEWIDE"
"PAT MILLER FOR HD 63","20195037425","Candidate Committee","09/25/2019","Terminated","STATEWIDE"
"COLORADO APARTMENT ASSOCIATION SMALL DONOR COMMITTEE","20195037449","Small Donor Committee","09/26/2019","Active","STATEWIDE"
"HARTZELL 4 COLORADO MOUNTAIN COLLEGE","20195037483","Candidate Committee","09/30/2019","Terminated","STATEWIDE"
"SONYA FOR COLORADO","20195037524","Candidate Committee","09/30/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT CLEAVE SIMPSON","20195037532","Candidate Committee","09/30/2019","Terminated","STATEWIDE"
"STUDENTS DESERVE BETTER","20195037534","Independent Expenditure Committee","10/01/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MARY NELLE AXELSON","20195037624","Candidate Committee","10/02/2019","Terminated","STATEWIDE"
"HANSEN FOR COLORADO","20195037668","Candidate Committee","10/02/2019","Active","STATEWIDE"
"THE FRIENDS OF MATTHEW MARTINEZ","20195037670","Candidate Committee","10/02/2019","Terminated","STATEWIDE"
"THE PRESIDENTIAL COALITION - COLORADO","20195037672","Small Donor Committee","10/03/2019","Active","STATEWIDE"
"TAYLOR MORRISON INC. BUILDING STRONG BUSINESS POLITICAL ACTION COMMITTEE","20195037684","Political Committee","10/04/2019","Terminated","STATEWIDE"
"COLORADO FREEDOM FUND","20195037686","Independent Expenditure Committee","10/04/2019","Terminated","STATEWIDE"
"REALITY CHECK COLORADO","20195037691","Independent Expenditure Committee","10/07/2019","Terminated","STATEWIDE"
"DOUG TOWNSEND FOR YOU","20195037693","Candidate Committee","10/08/2019","Terminated","STATEWIDE"
"DONNA FOR COLORADO KIDS","20195037694","Candidate Committee","10/08/2019","Terminated","STATEWIDE"
"NOCO REBOOT","20195037700","Independent Expenditure Committee","10/08/2019","Active","STATEWIDE"
"COLOR ACTION FUND SMALL DONOR COMMITTEE","20195037701","Small Donor Committee","10/08/2019","Active","STATEWIDE"
"CLCS ACTION 527","20195037704","527 Political Organization","10/09/2019","Active","STATEWIDE"
"KEEP OUR CHILDREN SAFE COMMITTEE","20195037705","Small Scale Issue Committee","10/09/2019","Terminated","STATEWIDE"
"WOODROW FOR CO","20195037718","Candidate Committee","10/10/2019","Terminated","STATEWIDE"
"PALETZ FOR COLORADO","20195037720","Candidate Committee","10/10/2019","Active","STATEWIDE"
"COLORADO PROGRESSIVE NETWORK INDEPENDENT EXPENDITURE COMMITTEE","20195037721","Independent Expenditure Committee","10/10/2019","Terminated","STATEWIDE"
"COLORADO PETROLEUM COUNCIL COMMITTEE","20195037722","Independent Expenditure Committee","10/11/2019","Active","STATEWIDE"
"HAZEL FOR COLORADO","20195037723","Candidate Committee","10/11/2019","Active","STATEWIDE"
"PAULA FOR COLORADO","20195037728","Candidate Committee","10/14/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT A GUERRERO","20195037731","Candidate Committee","10/15/2019","Terminated","STATEWIDE"
"MOUNTAIN COMMUNITIES FOR CMC (COLORADO MOUNTAIN COLLEGE)","20195037732","Issue Committee","10/15/2019","Terminated","STATEWIDE"
"ABORTION ACCESS FOR ALL","20195037733","Issue Committee","10/15/2019","Terminated","STATEWIDE"
"BUSINESS & LABOR TOGETHER","20195037736","Independent Expenditure Committee","10/15/2019","Terminated","STATEWIDE"
"SINNETT FOR DA","20195037750","Candidate Committee","10/18/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT RON HANKS TO HD60","20195037755","Candidate Committee","10/21/2019","Active","STATEWIDE"
"COLORADO CREDITOR BAR ASSOCIATION POLITICAL COMMITTEE","20195037768","Political Committee","10/22/2019","Active","STATEWIDE"
"CLCS (COLORADO LEAGUE OF CHARTER SCHOOLS) ACTION IEC (INDEPENDENT EXPENDITURE COMMITTEE)","20195037778","Independent Expenditure Committee","10/23/2019","Active","STATEWIDE"
"ROSIER FOR HD25","20195037779","Candidate Committee","10/23/2019","Terminated","STATEWIDE"
"KARL FOR COLORADO","20195037780","Candidate Committee","10/23/2019","Terminated","STATEWIDE"
"RENEWABLE ENERGY GROUP INC POLITICAL ACTION COMMITTEE (REG PAC)","20195037783","Political Committee","10/24/2019","Active","STATEWIDE"
"TRACEY BERNETT FOR COLORADO","20195037784","Candidate Committee","10/24/2019","Active","STATEWIDE"
"DOC PAC","20195037785","Political Committee","10/24/2019","Active","STATEWIDE"
"FORWARD ARAPAHOE SDC","20195037787","Small Donor Committee","10/25/2019","Active","STATEWIDE"
"SALLY BOCCELLA FOR COLORADO","20195037790","Candidate Committee","10/29/2019","Terminated","STATEWIDE"
"STOP THE WOLF PAC","20195037791","Issue Committee","10/28/2019","Terminated","STATEWIDE"
"HARBER FOR COLORADO","20195037792","Candidate Committee","10/29/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT GORDON MCLAUGHLIN","20195037797","Candidate Committee","10/31/2019","Active","STATEWIDE"
"KEEP YOUR VOTE COLORADO","20195037804","Small Scale Issue Committee","11/05/2019","Active","STATEWIDE"
"RAHN FOR CU REGENT","20195037805","Candidate Committee","11/05/2019","Terminated","STATEWIDE"
"NOLBERT CHAVEZ FOR CU REGENT","20195037809","Candidate Committee","11/06/2019","Active","STATEWIDE"
"MITCH MURRAY FOR DISTRICT ATTORNEY","20195037817","Candidate Committee","11/12/2019","Terminated","STATEWIDE"
"COLEMAN FOR COLORADO","20195037821","Candidate Committee","11/13/2019","Active","STATEWIDE"
"DUPLICATE COLEMAN FOR COLORADO","20195037827","Candidate Committee","11/15/2019","Terminated","STATEWIDE"
"VOTE BROMLEY","20195037829","Candidate Committee","11/18/2019","Active","STATEWIDE"
"SIMON FOR COLORADO","20195037830","Candidate Committee","11/18/2019","Terminated","STATEWIDE"
"MAYA FOR COLORADO","20195037832","Candidate Committee","11/19/2019","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MEREDITH ROBERTS","20195037836","Candidate Committee","11/20/2019","Terminated","STATEWIDE"
"CAMACHO FOR COLORADO","20195037838","Candidate Committee","11/21/2019","Terminated","STATEWIDE"
"APPROVAL VOTING PARTY","20195037842","Political Party Committee","11/25/2019","Active","STATEWIDE"
"BERNARD FOR HD 7","20195037843","Candidate Committee","11/25/2019","Terminated","STATEWIDE"
"PICK FLICK FOR COLORADO","20195037844","Candidate Committee","11/27/2019","Terminated","STATEWIDE"
"WELD STRONG","20195037846","Independent Expenditure Committee","11/26/2019","Active","STATEWIDE"
"AMITAI GROSS FOR COLORADO","20195037849","Candidate Committee","12/01/2019","Active","STATEWIDE"
"BROOMFIELD REPUBLICAN WOMEN SMALL DONOR COMMITTEE","20195037853","Small Donor Committee","12/03/2019","Active","STATEWIDE"
"MARIA FOR COLORADO","20195037855","Candidate Committee","12/05/2019","Terminated","STATEWIDE"
"SEAN SHORT FOR COLORADO","20195037857","Candidate Committee","12/05/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT LORI BOYDSTON","20195037859","Candidate Committee","12/05/2019","Terminated","STATEWIDE"
"SAMANTHA KOCH","20195037861","Candidate Committee","12/05/2019","Terminated","STATEWIDE"
"BACON FOR COLORADO","20195037863","Candidate Committee","12/06/2019","Active","STATEWIDE"
"CORTEVA, INC. EMPLOYEES PAC (CORTEVA AGRISCIENCE PAC)","20195037864","Political Committee","12/05/2019","Terminated","STATEWIDE"
"SERENA LUCHA LEADERSHIP FUND","20195037868","Political Committee","12/10/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT JONATHAN WOODLEY","20195037873","Candidate Committee","12/11/2019","Terminated","STATEWIDE"
"PERRY WILL FOR HD 57","20195037874","Candidate Committee","12/12/2019","Active","STATEWIDE"
"COLORADO CONSENSUS","20195037875","Small Donor Committee","12/15/2019","Terminated","STATEWIDE"
"HIGH SCHOOL POLITICS (HS POLLS)","20195037882","527 Political Organization","12/16/2019","Active","STATEWIDE"
